player_id,year,matches_played,runs,highest_score,bat_avg,centuries,wickets,best_bowling_innings,bowl_avg,five_wicket_hauls,catches,stumps,ave_diff,match_format,id
52347,1991,9,381.0,78,38.1,0.0,,,,,8.0,0.0,,Test,1758
52347,1981,2,,,,,,,,,1.0,0.0,,ODI,1759
52347,1982,2,,,,,,,,,4.0,0.0,,ODI,1760
52347,1983,2,6.0,6*,,0.0,0.0,,,0.0,1.0,0.0,,ODI,1761
52347,1984,12,248.0,88,49.6,0.0,,,,,4.0,0.0,,ODI,1762
52347,1985,28,500.0,78*,38.46,0.0,0.0,,,0.0,12.0,0.0,,ODI,1763
52347,1986,9,161.0,58*,32.2,0.0,,,,,4.0,0.0,,ODI,1764
52347,1987,21,512.0,65*,34.13,0.0,,,,,7.0,0.0,,ODI,1765
52347,1988,21,499.0,109*,31.18,1.0,,,,,7.0,0.0,,ODI,1766
52347,1989,17,287.0,59*,41.0,0.0,,,,,7.0,0.0,,ODI,1767
52347,1990,4,27.0,18,6.75,0.0,,,,,0.0,0.0,,ODI,1768
52347,1991,12,289.0,82,26.27,0.0,,,,,5.0,0.0,,ODI,1769
52347,1992,13,122.0,61,11.09,0.0,,,,,3.0,0.0,,ODI,1770
52347,1993,15,158.0,41*,15.8,0.0,,,,,6.0,0.0,,ODI,1771
6477,1977,3,189.0,105,31.5,1.0,4.0,3/12,53.75,0.0,1.0,0.0,-22.24,Test,1772
6477,1978,1,0.0,0,0.0,0.0,0.0,,,0.0,1.0,0.0,,Test,1773
46674,1928,1,8.0,4*,8.0,0.0,0.0,,,0.0,1.0,0.0,,Test,1774
46674,1929,2,3.0,2,1.5,0.0,10.0,4/79,31.7,0.0,0.0,0.0,-30.19,Test,1775
56251,2002,5,307.0,85,34.11,0.0,2.0,2/122,163.5,0.0,3.0,0.0,-129.38,Test,1776
56251,2003,9,212.0,46,11.77,0.0,4.0,3/3,86.75,0.0,1.0,0.0,-74.97,Test,1777
56251,2004,2,40.0,14,10.0,0.0,0.0,,,0.0,1.0,0.0,,Test,1778
56251,2006,1,25.0,16,12.5,0.0,0.0,,,0.0,0.0,0.0,,Test,1779
56251,2002,11,228.0,89*,25.33,0.0,1.0,1/35,229.0,0.0,3.0,0.0,-203.66,ODI,1780
56251,2003,21,484.0,71,24.2,0.0,10.0,2/40,37.4,0.0,6.0,0.0,-13.19,ODI,1781
56251,2004,11,102.0,28,9.27,0.0,0.0,,,0.0,8.0,0.0,,ODI,1782
56251,2005,2,4.0,4,4.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,1783
56251,2006,10,146.0,55,18.25,0.0,4.0,2/29,56.75,0.0,4.0,0.0,-38.49,ODI,1784
56251,2008,10,206.0,115,20.6,1.0,9.0,3/49,28.33,0.0,4.0,0.0,-7.73,ODI,1785
56251,2011,4,65.0,20,16.25,0.0,0.0,,,0.0,4.0,0.0,,ODI,1786
56251,2007,5,55.0,19,18.33,0.0,0.0,,,0.0,2.0,0.0,,T20I,1787
56251,2011,2,2.0,2,1.0,0.0,2.0,2/12,6.0,0.0,0.0,0.0,-4.99,T20I,1788
52667,1976,2,8.0,8*,8.0,0.0,1.0,1/36,135.0,0.0,0.0,0.0,-126.99,Test,1789
540316,2017,3,10.0,6*,,0.0,9.0,3/13,11.88,0.0,1.0,0.0,,Test,1790
540316,2018,1,9.0,9,4.5,0.0,2.0,2/25,20.0,0.0,1.0,0.0,-15.49,Test,1791
540316,2016,6,66.0,42*,66.0,0.0,8.0,4/44,32.75,0.0,1.0,0.0,33.25,ODI,1792
540316,2017,14,72.0,29*,24.0,0.0,15.0,4/40,35.33,0.0,2.0,0.0,-11.33,ODI,1793
44024,1999,2,50.0,42,25.0,0.0,,,,,0.0,0.0,,Test,1895
540316,2018,14,158.0,34,22.57,0.0,20.0,3/33,26.65,0.0,4.0,0.0,-4.07,ODI,1794
540316,2019,18,253.0,69*,42.16,0.0,22.0,4/22,27.77,0.0,4.0,0.0,14.39,ODI,1795
540316,2020,6,14.0,14,7.0,0.0,4.0,1/44,53.75,0.0,2.0,0.0,-46.74,ODI,1796
540316,2021,10,168.0,54,18.66,0.0,11.0,3/56,36.63,0.0,2.0,0.0,-17.96,ODI,1797
540316,2022,6,11.0,5,3.66,0.0,7.0,3/40,27.14,0.0,1.0,0.0,-23.47,ODI,1798
540316,2023,4,111.0,39*,55.5,0.0,4.0,1/15,36.25,0.0,1.0,0.0,19.25,ODI,1799
540316,2024,5,28.0,23,9.33,0.0,5.0,2/17,16.4,0.0,0.0,0.0,-7.06,ODI,1800
540316,2017,9,27.0,27*,13.5,0.0,10.0,3/19,23.1,0.0,1.0,0.0,-9.59,T20I,1801
540316,2018,7,19.0,13,9.5,0.0,6.0,2/21,19.66,0.0,3.0,0.0,-10.16,T20I,1802
540316,2019,7,27.0,10,13.5,0.0,13.0,4/24,15.46,0.0,2.0,0.0,-1.96,T20I,1803
540316,2020,4,19.0,18,4.75,0.0,6.0,2/32,24.66,0.0,0.0,0.0,-19.91,T20I,1804
540316,2021,8,35.0,14,8.75,0.0,5.0,2/33,29.6,0.0,1.0,0.0,-20.84,T20I,1805
540316,2022,3,22.0,22,22.0,0.0,5.0,3/39,25.0,0.0,0.0,0.0,-2.99,T20I,1806
540316,2023,2,10.0,10*,10.0,0.0,0.0,,,0.0,1.0,0.0,,T20I,1807
540316,2024,2,7.0,4,3.5,0.0,5.0,3/28,15.8,0.0,1.0,0.0,-12.29,T20I,1808
56219,2000,1,18.0,12,9.0,0.0,,,,,3.0,0.0,,Test,1809
56219,2001,6,266.0,68,22.16,0.0,,,,,2.0,0.0,,Test,1810
56219,2002,7,363.0,71,25.92,0.0,,,,,5.0,0.0,,Test,1811
56219,2003,1,36.0,36,18.0,0.0,,,,,0.0,0.0,,Test,1812
56219,1999,4,99.0,62*,33.0,0.0,,,,,0.0,0.0,,ODI,1813
56219,2000,1,13.0,13,13.0,0.0,,,,,0.0,0.0,,ODI,1814
56219,2001,5,94.0,59,18.8,0.0,,,,,2.0,0.0,,ODI,1815
56219,2002,12,114.0,41,9.5,0.0,,,,,3.0,0.0,,ODI,1816
56219,2003,7,54.0,14,7.71,0.0,,,,,2.0,0.0,,ODI,1817
524281,2019,2,1.0,1,1.0,0.0,2.0,2/15,14.5,0.0,0.0,0.0,-13.49,T20I,1818
524281,2022,4,0.0,0,0.0,0.0,8.0,3/40,15.25,0.0,0.0,0.0,-15.24,T20I,1819
524281,2023,3,12.0,7,6.0,0.0,1.0,1/33,51.0,0.0,1.0,0.0,-44.99,T20I,1820
524281,2024,7,1.0,1,0.33,0.0,5.0,2/22,33.2,0.0,2.0,0.0,-32.86,T20I,1821
1167324,2024,3,4.0,3,2.0,0.0,2.0,1/19,29.0,0.0,4.0,0.0,-26.99,T20I,1822
7944,1970,2,16.0,12*,16.0,0.0,4.0,2/118,86.25,0.0,0.0,0.0,-70.24,Test,1823
7944,1971,2,6.0,6*,,0.0,8.0,3/79,38.62,0.0,0.0,0.0,,Test,1824
7944,1971,1,,,,,1.0,1/22,22.0,0.0,0.0,0.0,,ODI,1825
53196,1950,4,15.0,9,3.0,0.0,33.0,8/104,20.42,2.0,2.0,0.0,-17.42,Test,1826
53196,1951,4,31.0,14,6.2,0.0,22.0,6/102,27.81,3.0,1.0,0.0,-21.61,Test,1827
53196,1952,3,6.0,6,3.0,0.0,10.0,3/29,23.2,0.0,0.0,0.0,-20.19,Test,1828
53196,1953,5,23.0,13,5.75,0.0,28.0,5/64,29.57,2.0,3.0,0.0,-23.82,Test,1829
53196,1954,3,0.0,0*,0.0,0.0,7.0,3/50,54.0,0.0,0.0,0.0,-53.99,Test,1830
53196,1955,3,8.0,4*,8.0,0.0,5.0,3/113,69.8,0.0,2.0,0.0,-61.79,Test,1831
53196,1956,4,10.0,5,2.0,0.0,15.0,5/32,18.86,1.0,1.0,0.0,-16.86,Test,1832
53196,1957,2,4.0,2*,2.0,0.0,0.0,,,0.0,0.0,0.0,,Test,1833
53196,1958,1,5.0,5*,,0.0,3.0,2/109,41.33,0.0,0.0,0.0,,Test,1834
53196,1960,2,8.0,7*,,0.0,2.0,1/55,82.0,0.0,1.0,0.0,,Test,1835
53196,1961,3,13.0,10*,13.0,0.0,12.0,4/67,30.75,0.0,2.0,0.0,-17.74,Test,1836
53196,1962,2,18.0,7*,9.0,0.0,2.0,1/28,57.0,0.0,1.0,0.0,-47.99,Test,1837
35933,1966,1,12.0,8,6.0,0.0,0.0,,,0.0,2.0,0.0,,Test,1838
35933,1967,6,442.0,99,36.83,0.0,0.0,,,0.0,7.0,0.0,,Test,1839
35933,1968,6,407.0,143,37.0,1.0,,,,,14.0,0.0,,Test,1840
35933,1969,8,503.0,91*,33.53,0.0,0.0,,,0.0,9.0,0.0,,Test,1841
35933,1971,8,355.0,85,27.3,0.0,0.0,,,0.0,10.0,0.0,,Test,1842
35933,1972,2,71.0,44,17.75,0.0,,,,,2.0,0.0,,Test,1843
35933,1973,3,241.0,90,48.2,0.0,,,,,2.0,0.0,,Test,1844
35933,1974,3,82.0,36,13.66,0.0,,,,,0.0,0.0,,Test,1845
35933,1974,2,73.0,67,36.5,0.0,,,,,1.0,0.0,,ODI,1846
251721,2015,7,265.0,107,20.38,1.0,0.0,,,0.0,8.0,0.0,,Test,1847
16385,1880,1,24.0,13,24.0,0.0,,,,,0.0,0.0,,Test,1848
16385,1882,1,14.0,12,7.0,0.0,,,,,1.0,0.0,,Test,1849
16385,1884,2,56.0,31,18.66,0.0,4.0,4/19,4.75,0.0,1.0,0.0,13.91,Test,1850
1382803,2023,6,9.0,5,1.8,0.0,0.0,,,0.0,0.0,0.0,,T20I,1851
1382803,2024,3,7.0,7*,3.5,0.0,,,,,0.0,0.0,,T20I,1852
1323451,2022,3,3.0,2,1.0,0.0,,,,,0.0,0.0,,T20I,1853
1323451,2023,2,6.0,6,3.0,0.0,1.0,1/19,50.0,0.0,2.0,0.0,-46.99,T20I,1854
1323451,2024,7,31.0,16,6.2,0.0,4.0,2/41,35.0,0.0,3.0,0.0,-28.79,T20I,1855
1143539,2019,4,57.0,57,57.0,0.0,1.0,1/19,79.0,0.0,1.0,0.0,-21.99,T20I,1856
1437202,2024,4,29.0,18*,14.5,0.0,3.0,2/35,24.66,0.0,0.0,0.0,-10.16,T20I,1857
319613,2008,1,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,1858
1267525,2021,1,,,,,,,,,0.0,0.0,,T20I,1859
1274042,2021,4,36.0,18*,18.0,0.0,1.0,1/18,50.0,0.0,3.0,0.0,-31.99,T20I,1860
1274042,2022,5,42.0,20,10.5,0.0,6.0,3/11,15.0,0.0,0.0,0.0,-4.49,T20I,1861
1274042,2023,3,20.0,20,20.0,0.0,2.0,1/21,21.5,0.0,2.0,0.0,-1.49,T20I,1862
1274042,2024,5,57.0,25*,14.25,0.0,4.0,3/23,15.5,0.0,0.0,0.0,-1.24,T20I,1863
1048907,2022,17,299.0,64,17.58,0.0,,,,,5.0,2.0,,T20I,1864
1048907,2023,3,43.0,21,14.33,0.0,,,,,5.0,0.0,,T20I,1865
1048907,2024,7,28.0,21,5.6,0.0,,,,,7.0,0.0,,T20I,1866
1230627,2020,2,14.0,8,7.0,0.0,,,,,3.0,0.0,,T20I,1867
1230627,2021,4,25.0,22,12.5,0.0,,,,,4.0,0.0,,T20I,1868
1230627,2022,1,6.0,6,6.0,0.0,,,,,1.0,0.0,,T20I,1869
1230627,2024,1,9.0,9,9.0,0.0,,,,,0.0,0.0,,T20I,1870
520081,2019,3,52.0,23,26.0,0.0,,,,,2.0,0.0,,T20I,1871
520081,2021,4,55.0,27,18.33,0.0,,,,,0.0,2.0,,T20I,1872
520081,2022,4,11.0,11,2.75,0.0,2.0,1/14,25.5,0.0,0.0,0.0,-22.74,T20I,1873
275654,2019,14,159.0,38,11.35,0.0,13.0,3/13,13.53,0.0,5.0,0.0,-2.18,T20I,1874
275654,2022,6,193.0,57*,96.5,0.0,,,,,2.0,0.0,,T20I,1875
275654,2023,7,89.0,36,12.71,0.0,0.0,,,0.0,4.0,0.0,,T20I,1876
275654,2024,7,258.0,82,43.0,0.0,,,,,5.0,0.0,,T20I,1877
55573,2004,2,74.0,28,18.5,0.0,,,,,1.0,0.0,,Test,1878
55573,2003,1,0.0,0,0.0,0.0,,,,,0.0,0.0,,ODI,1879
55573,2004,8,95.0,37,13.57,0.0,,,,,1.0,0.0,,ODI,1880
55573,2005,2,29.0,16,14.5,0.0,,,,,1.0,0.0,,ODI,1881
520150,2024,8,99.0,46*,19.8,0.0,,,,,1.0,0.0,,T20I,1882
1233042,2020,3,20.0,20,20.0,0.0,4.0,3/23,15.5,0.0,1.0,0.0,4.5,T20I,1883
1233042,2021,17,78.0,17,9.75,0.0,8.0,2/23,59.87,0.0,5.0,0.0,-50.12,T20I,1884
1233042,2022,10,62.0,34*,31.0,0.0,10.0,3/24,25.3,0.0,0.0,0.0,5.7,T20I,1885
1233042,2023,6,68.0,17,13.6,0.0,5.0,2/31,31.6,0.0,3.0,0.0,-17.99,T20I,1886
414979,2022,2,23.0,23*,,0.0,6.0,3/12,4.83,0.0,0.0,0.0,,T20I,1887
414979,2023,5,31.0,17,10.33,0.0,4.0,2/35,36.25,0.0,0.0,0.0,-25.91,T20I,1888
414979,2024,11,39.0,20,9.75,0.0,7.0,2/19,32.57,0.0,3.0,0.0,-22.82,T20I,1889
245373,2011,9,10.0,4*,10.0,0.0,11.0,4/36,26.9,0.0,3.0,0.0,-16.9,ODI,1890
245373,2011,1,,,,,1.0,1/20,20.0,0.0,2.0,0.0,,T20I,1891
44024,1996,1,80.0,55,40.0,0.0,,,,,2.0,0.0,,Test,1892
44024,1997,8,425.0,96,30.35,0.0,0.0,,,0.0,7.0,0.0,,Test,1893
44024,1998,8,278.0,64,19.85,0.0,,,,,2.0,0.0,,Test,1894
44024,1997,7,123.0,45,17.57,0.0,,,,,1.0,0.0,,ODI,1896
44024,1998,1,45.0,45,45.0,0.0,,,,,2.0,0.0,,ODI,1897
44024,2005,5,102.0,56,20.4,0.0,3.0,2/36,21.33,0.0,1.0,0.0,-0.93,ODI,1898
55259,2001,6,220.0,92,24.44,0.0,19.0,5/73,36.15,2.0,8.0,0.0,-11.71,Test,1899
55259,2002,2,103.0,50,25.75,0.0,10.0,5/79,23.5,1.0,1.0,0.0,2.25,Test,1900
55259,2003,6,276.0,91,25.09,0.0,17.0,4/86,38.64,0.0,2.0,0.0,-13.55,Test,1901
55259,2004,1,39.0,32,19.5,0.0,5.0,3/12,17.0,0.0,0.0,0.0,2.5,Test,1902
55259,2005,4,248.0,84*,35.42,0.0,2.0,1/80,150.0,0.0,2.0,0.0,-114.57,Test,1903
55259,1999,6,50.0,27,10.0,0.0,4.0,2/35,43.75,0.0,1.0,0.0,-33.74,ODI,1904
55259,2000,1,3.0,3,3.0,0.0,1.0,1/37,37.0,0.0,0.0,0.0,-33.99,ODI,1905
55259,2001,7,74.0,25,18.5,0.0,7.0,2/24,39.0,0.0,2.0,0.0,-20.49,ODI,1906
55259,2002,2,118.0,63*,118.0,0.0,2.0,2/29,40.5,0.0,1.0,0.0,77.5,ODI,1907
25613,2008,1,10.0,10,10.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,2074
55259,2003,22,210.0,58,16.15,0.0,21.0,4/43,42.52,0.0,3.0,0.0,-26.36,ODI,1908
55259,2004,9,78.0,31*,19.5,0.0,6.0,2/21,53.33,0.0,3.0,0.0,-33.83,ODI,1909
55259,2005,4,92.0,50,23.0,0.0,8.0,4/46,30.25,0.0,1.0,0.0,-7.24,ODI,1910
55259,2010,3,1.0,1,1.0,0.0,1.0,1/22,42.0,0.0,0.0,0.0,-40.99,ODI,1911
55259,2010,1,8.0,8,8.0,0.0,,,,,0.0,0.0,,T20I,1912
47003,1947,5,114.0,38*,22.8,0.0,12.0,3/92,55.91,0.0,2.0,0.0,-33.11,Test,1913
47003,1948,2,28.0,15,14.0,0.0,5.0,4/108,55.6,0.0,0.0,0.0,-41.59,Test,1914
47003,1949,3,43.0,29*,21.5,0.0,19.0,5/80,27.15,2.0,3.0,0.0,-5.65,Test,1915
47003,1951,5,105.0,41,13.12,0.0,18.0,5/68,34.38,2.0,2.0,0.0,-21.26,Test,1916
469114,2020,1,43.0,43,43.0,0.0,,,,,0.0,0.0,,T20I,1917
469114,2021,4,119.0,45,39.66,0.0,,,,,2.0,0.0,,T20I,1918
469114,2022,4,61.0,28,15.25,0.0,,,,,0.0,0.0,,T20I,1919
469114,2023,9,150.0,50,18.75,0.0,,,,,1.0,0.0,,T20I,1920
469114,2024,5,22.0,16,4.4,0.0,,,,,1.0,0.0,,T20I,1921
16975,2003,4,201.0,81,40.2,0.0,4.0,3/16,14.0,0.0,3.0,0.0,26.2,Test,1922
16975,2003,10,143.0,52,20.42,0.0,2.0,1/15,63.0,0.0,4.0,0.0,-42.57,ODI,1923
16975,2004,4,23.0,12,7.66,0.0,2.0,1/13,24.5,0.0,0.0,0.0,-16.83,ODI,1924
48450,1993,3,10.0,9,3.33,0.0,,,,,4.0,1.0,,Test,1925
48450,1986,1,8.0,8,8.0,0.0,,,,,2.0,0.0,,ODI,1926
48450,1993,3,4.0,4,4.0,0.0,,,,,2.0,2.0,,ODI,1927
625883,2019,10,49.0,15*,12.25,0.0,5.0,2/13,34.6,0.0,0.0,0.0,-22.34,T20I,1928
625883,2020,3,0.0,0*,0.0,0.0,2.0,1/24,48.5,0.0,0.0,0.0,-48.49,T20I,1929
625883,2021,2,6.0,5*,,0.0,0.0,,,0.0,0.0,0.0,,T20I,1930
625883,2022,5,19.0,13,9.5,0.0,4.0,2/25,17.25,0.0,1.0,0.0,-7.74,T20I,1931
625883,2023,6,45.0,19*,9.0,0.0,3.0,2/24,41.33,0.0,0.0,0.0,-32.33,T20I,1932
628236,2019,4,38.0,22,12.66,0.0,0.0,,,0.0,0.0,0.0,,T20I,1933
628236,2023,12,249.0,55,20.75,0.0,3.0,1/12,30.33,0.0,2.0,0.0,-9.58,T20I,1934
497512,2016,2,0.0,0*,,0.0,0.0,,,0.0,0.0,0.0,,T20I,1935
497512,2023,1,,,,,1.0,1/35,35.0,0.0,0.0,0.0,,T20I,1936
497512,2024,4,14.0,14*,,0.0,0.0,,,0.0,1.0,0.0,,T20I,1937
36993,2012,11,132.0,33,14.66,0.0,8.0,2/22,33.0,0.0,3.0,0.0,-18.33,ODI,1938
36993,2013,4,22.0,13,11.0,0.0,4.0,2/35,40.25,0.0,0.0,0.0,-29.24,ODI,1939
36993,2012,3,19.0,16,9.5,0.0,0.0,,,0.0,0.0,0.0,,T20I,1940
36993,2013,2,6.0,4,6.0,0.0,2.0,2/40,27.5,0.0,0.0,0.0,-21.49,T20I,1941
46221,1938,2,23.0,23,11.5,0.0,,,,,1.0,0.0,,Test,1942
46221,1939,3,263.0,103,65.75,1.0,,,,,1.0,0.0,,Test,1943
46221,1947,5,569.0,189,63.22,3.0,,,,,5.0,0.0,,Test,1944
46221,1949,1,39.0,24,19.5,0.0,,,,,1.0,0.0,,Test,1945
1089929,2022,11,106.0,32*,13.25,0.0,11.0,4/30,23.72,0.0,5.0,0.0,-10.47,T20I,1946
1089929,2023,1,1.0,1,1.0,0.0,,,,,0.0,0.0,,T20I,1947
1089929,2024,1,,,,,,,,,0.0,0.0,,T20I,1948
52817,1974,4,18.0,9*,6.0,0.0,21.0,5/50,21.19,1.0,2.0,0.0,-15.19,Test,1949
52817,1975,7,40.0,17,4.44,0.0,44.0,7/54,22.31,4.0,0.0,0.0,-17.87,Test,1950
52817,1976,9,73.0,19,6.63,0.0,38.0,6/37,23.6,3.0,3.0,0.0,-16.96,Test,1951
52817,1977,5,87.0,35,14.5,0.0,19.0,4/85,40.15,0.0,0.0,0.0,-25.65,Test,1952
52817,1978,2,11.0,7,5.5,0.0,12.0,5/56,17.58,1.0,0.0,0.0,-12.08,Test,1953
52817,1979,2,61.0,54,30.5,0.0,6.0,3/64,37.16,0.0,2.0,0.0,-6.66,Test,1954
52817,1980,6,173.0,35*,28.83,0.0,19.0,5/72,27.94,1.0,0.0,0.0,0.88,Test,1955
52817,1981,4,105.0,50*,21.0,0.0,9.0,3/41,35.77,0.0,1.0,0.0,-14.77,Test,1956
52817,1982,1,42.0,42,42.0,0.0,5.0,4/43,21.4,0.0,0.0,0.0,20.6,Test,1957
52817,1983,7,152.0,68,25.33,0.0,29.0,5/39,23.89,1.0,1.0,0.0,1.43,Test,1958
52817,1975,6,27.0,24*,,0.0,9.0,3/39,20.77,0.0,0.0,0.0,,ODI,1959
52817,1976,3,7.0,7*,,0.0,8.0,4/27,8.5,0.0,1.0,0.0,,ODI,1960
52817,1977,1,,,,,0.0,,,0.0,0.0,0.0,,ODI,1961
5656,1979,4,153.0,72,38.25,0.0,,,,,1.0,0.0,,ODI,2097
52817,1978,1,3.0,3,3.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,1962
52817,1979,9,48.0,16,9.6,0.0,14.0,3/26,22.0,0.0,1.0,0.0,-12.39,ODI,1963
52817,1980,6,38.0,25*,12.66,0.0,14.0,5/22,13.78,1.0,0.0,0.0,-1.11,ODI,1964
52817,1981,7,21.0,15,5.25,0.0,8.0,3/42,24.87,0.0,2.0,0.0,-19.62,ODI,1965
52817,1982,9,21.0,9,3.5,0.0,13.0,3/15,19.92,0.0,1.0,0.0,-16.42,ODI,1966
52817,1983,14,66.0,37*,16.5,0.0,21.0,3/32,23.42,0.0,1.0,0.0,-6.92,ODI,1967
786925,2021,3,4.0,4,1.33,0.0,4.0,2/44,39.0,0.0,0.0,0.0,-37.66,Test,1968
786925,2022,4,14.0,5*,7.0,0.0,16.0,6/51,20.93,1.0,2.0,0.0,-13.93,Test,1969
786925,2023,5,18.0,10,3.6,0.0,15.0,4/85,34.86,0.0,0.0,0.0,-31.26,Test,1970
786925,2024,7,12.0,11,3.0,0.0,29.0,5/102,22.55,1.0,2.0,0.0,-19.55,Test,1971
786925,2017,1,,,,,0.0,,,0.0,0.0,0.0,,ODI,1972
786925,2021,3,1.0,1*,1.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,1973
786925,2022,1,,,,,1.0,1/64,64.0,0.0,0.0,0.0,,ODI,1974
786925,2024,5,,,,,6.0,2/23,26.83,0.0,0.0,0.0,,ODI,1975
786925,2022,3,10.0,10*,,0.0,2.0,1/34,56.5,0.0,1.0,0.0,,T20I,1976
786925,2024,3,1.0,1*,,0.0,2.0,1/11,29.0,0.0,1.0,0.0,,T20I,1977
1326798,2024,5,36.0,31*,36.0,0.0,4.0,3/20,32.0,0.0,1.0,0.0,4.0,ODI,1978
49013,2014,3,2.0,2*,,0.0,5.0,3/67,40.2,0.0,1.0,0.0,,ODI,1979
49013,2015,4,14.0,10*,,0.0,7.0,4/56,19.42,0.0,0.0,0.0,,ODI,1980
49013,2014,2,2.0,1*,,0.0,2.0,2/18,28.5,0.0,1.0,0.0,,T20I,1981
49013,2015,3,1.0,1,1.0,0.0,3.0,2/22,22.66,0.0,0.0,0.0,-21.66,T20I,1982
1124283,2023,1,3.0,3,3.0,0.0,2.0,2/62,31.0,0.0,0.0,0.0,-27.99,ODI,1983
1124283,2024,7,95.0,44,23.75,0.0,5.0,2/26,28.8,0.0,4.0,0.0,-5.04,ODI,1984
1124283,2023,6,53.0,23,13.25,0.0,3.0,1/20,46.33,0.0,3.0,0.0,-33.08,T20I,1985
1124283,2024,4,47.0,20*,47.0,0.0,4.0,2/18,22.5,0.0,1.0,0.0,24.5,T20I,1986
307640,2019,10,97.0,33,13.85,0.0,,,,,3.0,0.0,,T20I,1987
307640,2020,9,102.0,29,17.0,0.0,,,,,3.0,0.0,,T20I,1988
307640,2021,4,81.0,41,20.25,0.0,,,,,0.0,0.0,,T20I,1989
56224,2000,1,151.0,145,75.5,1.0,,,,,0.0,0.0,,Test,1990
56224,2001,8,299.0,84,19.93,0.0,1.0,1/66,122.0,0.0,1.0,0.0,-102.06,Test,1991
56224,2002,4,80.0,25,10.0,0.0,0.0,,,0.0,4.0,0.0,,Test,1992
56224,1988,3,37.0,27,12.33,0.0,0.0,,,0.0,0.0,0.0,,ODI,1993
56224,1990,4,75.0,41*,75.0,0.0,0.0,,,0.0,0.0,0.0,,ODI,1994
56224,1995,3,72.0,42,24.0,0.0,0.0,,,0.0,1.0,0.0,,ODI,1995
56224,1997,5,126.0,37,25.2,0.0,3.0,3/57,23.66,0.0,4.0,0.0,1.53,ODI,1996
56224,1998,6,189.0,70,47.25,0.0,0.0,,,0.0,2.0,0.0,,ODI,1997
56224,1999,12,180.0,66,15.0,0.0,4.0,1/17,42.5,0.0,5.0,0.0,-27.49,ODI,1998
56224,2000,4,82.0,47,20.5,0.0,0.0,,,0.0,1.0,0.0,,ODI,1999
56224,2001,1,2.0,2,2.0,0.0,,,,,0.0,0.0,,ODI,2000
56224,2002,1,31.0,31,31.0,0.0,,,,,0.0,0.0,,ODI,2001
926597,2019,4,14.0,9,14.0,0.0,6.0,2/18,16.33,0.0,0.0,0.0,-2.33,T20I,2002
926597,2020,3,8.0,8*,,0.0,4.0,3/34,19.5,0.0,1.0,0.0,,T20I,2003
926597,2021,3,13.0,8*,6.5,0.0,2.0,1/26,31.0,0.0,0.0,0.0,-24.49,T20I,2004
1312424,2022,3,5.0,4,1.66,0.0,,,,,0.0,0.0,,T20I,2005
387046,2015,4,26.0,13*,13.0,0.0,0.0,,,0.0,1.0,0.0,,T20I,2006
387046,2016,6,71.0,32*,23.66,0.0,1.0,1/6,54.0,0.0,0.0,0.0,-30.33,T20I,2007
38997,1947,1,17.0,13,8.5,0.0,,,,,0.0,0.0,,Test,2008
38997,1952,5,65.0,47,10.83,0.0,7.0,4/134,35.42,0.0,0.0,0.0,-24.59,Test,2009
1369833,2024,7,71.0,31,14.2,0.0,9.0,3/26,21.88,0.0,1.0,0.0,-7.68,T20I,2010
402245,2019,1,35.0,34,17.5,0.0,6.0,5/74,13.16,1.0,0.0,0.0,4.33,Test,2011
402245,2021,2,37.0,21*,,0.0,10.0,6/75,26.3,1.0,1.0,0.0,,Test,2012
402245,2023,1,11.0,6,5.5,0.0,2.0,1/85,87.5,0.0,1.0,0.0,-81.99,Test,2013
402245,2012,2,3.0,3*,3.0,0.0,2.0,2/18,20.0,0.0,0.0,0.0,-16.99,ODI,2014
402245,2013,4,,,,,4.0,3/19,26.75,0.0,1.0,0.0,,ODI,2015
402245,2014,5,1.0,1,1.0,0.0,6.0,3/30,28.16,0.0,3.0,0.0,-27.16,ODI,2016
402245,2015,7,6.0,4,6.0,0.0,13.0,4/17,19.23,0.0,1.0,0.0,-13.23,ODI,2017
402245,2016,3,4.0,3,2.0,0.0,7.0,3/41,15.28,0.0,0.0,0.0,-13.28,ODI,2018
402245,2017,10,9.0,7,4.5,0.0,8.0,3/20,42.87,0.0,5.0,0.0,-38.37,ODI,2019
402245,2013,8,5.0,3*,5.0,0.0,7.0,3/39,22.0,0.0,0.0,0.0,-16.99,T20I,2020
402245,2014,1,,,,,2.0,2/32,16.0,0.0,0.0,0.0,,T20I,2021
402245,2015,2,,,,,2.0,2/26,27.0,0.0,0.0,0.0,,T20I,2022
402245,2016,11,8.0,4,4.0,0.0,9.0,2/15,31.55,0.0,0.0,0.0,-27.55,T20I,2023
402245,2017,9,27.0,21,27.0,0.0,9.0,2/15,21.33,0.0,0.0,0.0,5.66,T20I,2024
402245,2021,2,,,,,1.0,1/17,36.0,0.0,1.0,0.0,,T20I,2025
1360543,2023,4,,,,,3.0,2/18,11.66,0.0,1.0,0.0,,T20I,2026
1126253,2018,6,7.0,4,3.5,0.0,5.0,2/27,54.2,0.0,3.0,0.0,-50.69,ODI,2027
